,HOME,AWAY,PER,TS%,TRB%,TOV%,OWS,DWS,VORP,Result
630,Sacramento Kings,Houston Rockets,0.057015959,0.002837827,0.012722331,-0.116962734,0.109942354,0.057494094,0.246707192,1
631,Milwaukee Bucks,Toronto Raptors,0.017929002,0.050612255,0.008104342,0.025531843,0.110864194,-0.308981571,0.138865068,0
632,Washington Wizards,Portland Trail Blazers,-0.042647696,0.051956216,-0.029259391,0.105979344,-0.698723562,-0.692980286,-1.002786072,0
633,Atlanta Hawks,New York Knicks,0.113746277,0.022719196,-0.028513723,-0.152519168,0.796436002,-0.609371819,0.369078989,0
634,Brooklyn Nets,New Orleans Pelicans,0.027773162,0.023892565,-0.035232314,-0.033021574,0.069505692,-0.135362522,0.156912655,1
635,Miami Heat,Philadelphia 76ers,-0.040504717,0.022452027,0.047644456,0.149527491,-0.116576494,0.209564569,0.060316164,0
636,Oklahoma City Thunder,Cleveland Cavaliers,-0.121296891,-0.073133214,-0.040496954,-0.005401794,-0.943764659,-0.533270998,-0.950801812,0
637,Boston Celtics,Chicago Bulls,0.036325539,0.020667272,0.047108444,0.038596717,0.080023989,0.888500806,0.741515101,1
638,San Antonio Spurs,Los Angeles Clippers,0.046609276,-0.02654446,0.020095655,-0.069230112,0.234807638,-0.177041836,0.254780857,1
639,Denver Nuggets,Los Angeles Lakers,0.046016099,0.027278641,0.041299203,0.012934539,0.709997976,0.214773702,0.74638756,1
640,Dallas Mavericks,Orlando Magic,0.149291694,0.066374439,0.022580711,-0.141275539,1.003808545,0.39660307,1.160244442,1
641,Detroit Pistons,Phoenix Suns,-0.197672749,-0.080456469,-0.043223998,0.111452113,-1.171997715,-0.909465383,-1.572951424,0
642,Sacramento Kings,Houston Rockets,0.057015959,0.002837827,0.012722331,-0.116962734,0.109942354,0.057494094,0.246707192,0
643,Denver Nuggets,Utah Jazz,-0.043672365,-0.015948827,-0.032520932,-0.013812901,-0.125028419,-0.2133465,-0.081686767,0
644,Minnesota Timberwolves,Golden State Warriors,0.016424336,-0.013702056,-0.048162281,-0.132787436,0.21651326,-0.424335149,-0.122308454,1
645,Boston Celtics,New Orleans Pelicans,0.064681772,0.059932681,-0.003687925,0.004473535,0.418334049,0.917419617,1.075975272,1
646,New York Knicks,Charlotte Hornets,-0.095070163,-0.024033462,0.048382546,-0.002374845,-0.577416166,0.312825961,-0.38895862,0
647,Washington Wizards,Philadelphia 76ers,-0.054546245,-0.002802958,0.009103618,0.051967856,-0.705746118,-0.519561108,-0.900391356,1
648,Cleveland Cavaliers,Brooklyn Nets,-0.025472205,0.003631843,0.011004667,0.037822021,0.086409542,0.544057777,0.230262645,1
649,Los Angeles Clippers,Indiana Pacers,-0.051580366,0.008396034,-0.035807227,0.016996854,-0.28657827,0.424094678,-0.2444415,1
650,Memphis Grizzlies,Chicago Bulls,0.069215306,-0.044745678,0.080685739,-0.059287249,0.023121091,0.485220801,0.356127993,1
651,Atlanta Hawks,Milwaukee Bucks,0.021454711,0.011254371,-0.027691265,-0.069884366,0.17919946,-0.355367219,-0.299402831,1
652,Orlando Magic,Portland Trail Blazers,-0.198988111,-0.060339856,-0.058216171,0.131416555,-1.181910083,-0.102855404,-1.276915461,0
653,Miami Heat,Toronto Raptors,-0.028606168,0.077211201,0.009281447,0.203538979,-0.109553938,0.036145391,-0.042078552,1
654,Dallas Mavericks,Oklahoma City Thunder,0.120777483,0.079116254,0.019364133,-0.115190956,1.133518668,0.618300423,1.247948695,1
655,San Antonio Spurs,Phoenix Suns,-0.052277962,-0.034386092,-0.021452105,0.005053374,-0.534397834,-0.665179502,-0.858619769,0
656,Los Angeles Lakers,Utah Jazz,-0.089688464,-0.043227468,-0.073820135,-0.02674744,-0.835026395,-0.428120202,-0.828074327,1
657,New York Knicks,Minnesota Timberwolves,-0.070941276,-0.010054249,0.045366531,-0.034763672,-0.430395651,0.172447931,-0.375871196,0
658,Golden State Warriors,Detroit Pistons,0.136296055,0.080090583,0.066608979,0.123108684,0.740281451,0.838464393,1.177770675,1
659,Philadelphia 76ers,Orlando Magic,0.192957658,0.064486775,0.01174882,-0.10293691,1.078068445,0.238417797,1.035655677,1
660,Washington Wizards,Brooklyn Nets,-0.036871894,0.004924261,-0.011856427,0.007535756,-0.355322667,-0.048659179,-0.497570593,0
661,Atlanta Hawks,Minnesota Timberwolves,0.042805001,0.012664947,0.016852808,-0.18728284,0.366040351,-0.436923888,-0.006792207,1
662,Boston Celtics,Charlotte Hornets,0.010425209,0.019891179,0.053597171,0.025397207,-0.065616356,0.776263964,0.55450527,0
663,Miami Heat,Portland Trail Blazers,-0.049313767,0.014030309,0.048737193,0.092997489,-0.180597756,0.403948323,0.09857958,1
664,Chicago Bulls,Cleveland Cavaliers,0.026055276,0.011741001,-0.026568722,-0.038923629,0.182394826,-0.379776444,-0.052715129,1
665,Milwaukee Bucks,Memphis Grizzlies,-0.046093573,0.032953134,-0.039614378,-0.012522888,0.16233963,-0.314162598,0.110405038,1
666,Dallas Mavericks,Toronto Raptors,-0.031767415,0.056646838,-0.027531118,0.015672859,-0.067237344,-0.015233905,0.022194049,1
667,San Antonio Spurs,Oklahoma City Thunder,0.141798006,0.051352945,0.013780715,-0.084653485,0.805584485,0.236266063,0.730878524,1
668,Utah Jazz,Houston Rockets,0.176372649,0.052247998,0.095779456,-0.099558961,0.997738903,0.839985284,1.414825527,0
669,Denver Nuggets,Los Angeles Clippers,0.054046711,0.020104933,0.054685361,0.044245846,0.752993002,-0.067150354,0.80689375,1
670,Sacramento Kings,Detroit Pistons,0.077147897,0.059258426,0.005825406,0.003486347,0.393017115,-0.214967327,0.18001298,0
671,Los Angeles Lakers,Indiana Pacers,0.106816123,0.065441129,0.015062396,-0.00585732,0.445787269,0.139403661,0.520056988,0
672,Dallas Mavericks,Phoenix Suns,-0.073298485,-0.006622783,-0.015868687,-0.025484097,-0.206463651,-0.283145142,-0.341549598,0
673,New York Knicks,New Orleans Pelicans,-0.0408136,0.01600804,-0.00890255,-0.023298517,-0.093465761,0.453981614,0.132511382,0
674,Golden State Warriors,Indiana Pacers,0.01370334,0.039764345,-0.0061068,0.144252591,0.12041663,0.705868832,0.630691032,0
675,Charlotte Hornets,Oklahoma City Thunder,0.173252497,0.085650308,0.007439505,-0.020322325,1.27179983,0.265731396,1.085096514,1
676,Orlando Magic,Los Angeles Lakers,-0.131733553,-0.057981882,-0.010287796,0.010196649,-0.48406175,0.09031351,-0.448899604,0
677,Philadelphia 76ers,Los Angeles Clippers,0.069254717,-0.000668815,0.014847182,-0.061428954,0.637001721,0.046807251,0.647262263,0
678,Atlanta Hawks,Miami Heat,0.067989881,-0.015344575,-0.02886837,-0.247891502,0.399617592,-0.700494181,-0.118459211,1
679,Boston Celtics,Portland Trail Blazers,0.059738976,0.00586087,0.004859978,-0.067600282,0.1149814,0.372315641,0.45592569,0
680,Milwaukee Bucks,Chicago Bulls,0.023121733,-0.011792544,0.041071361,-0.071810137,0.185460721,0.171058203,0.466533031,1
681,Washington Wizards,Toronto Raptors,-0.042647696,0.051956216,-0.029259391,0.105979344,-0.698723562,-0.692980286,-1.002786072,0
682,San Antonio Spurs,Brooklyn Nets,-0.00497109,-0.018148426,-0.015711572,-0.052233258,-0.051770632,0.247052842,0.010339357,0
683,Denver Nuggets,Memphis Grizzlies,-0.067332032,0.057873801,-0.04624355,0.121631557,0.174489273,-0.29255781,0.028776741,0
684,Utah Jazz,Detroit Pistons,0.196504587,0.108668597,0.088882531,0.02089012,1.280813664,0.567523863,1.348131315,1
685,Golden State Warriors,Houston Rockets,0.116164117,0.023669984,0.073505904,0.002659603,0.45720669,1.110925814,1.244464887,1
686,Milwaukee Bucks,Sacramento Kings,0.096922784,0.008540677,0.057165365,-0.130563573,0.750618487,0.547539902,1.168059865,1
687,Cleveland Cavaliers,Oklahoma City Thunder,0.121296891,0.073133214,0.040496954,0.005401794,0.943764659,0.533270998,0.950801812,1
688,Phoenix Suns,Indiana Pacers,0.194075968,0.085739037,0.03523282,-0.089706859,1.339982319,0.901445565,1.589498293,1
689,New York Knicks,Los Angeles Clippers,-0.017006396,-0.016280559,0.062136991,-0.007273797,0.123606817,0.165249458,0.220040227,1
690,Washington Wizards,Boston Celtics,-0.073780504,-0.031115855,-0.043400816,-0.029959353,-0.704151024,-1.101441318,-1.41663321,0
691,Miami Heat,Los Angeles Lakers,0.020719388,0.02895692,0.04910548,0.05678723,0.477430201,0.538295876,0.647072237,1
692,Orlando Magic,Chicago Bulls,-0.175866378,-0.0721324,-0.01714481,0.059606418,-0.996449362,0.068202799,-0.81038243,1
693,Toronto Raptors,Portland Trail Blazers,0.005192731,-0.062404799,0.032967019,-0.09734198,0.074596527,0.480039774,0.327667963,0
694,Charlotte Hornets,Atlanta Hawks,-0.018676114,0.001314266,-0.019868823,0.154894013,-0.219019836,0.296545858,0.019879631,0
695,San Antonio Spurs,Philadelphia 76ers,-0.022645441,-0.025875645,0.005248473,-0.007801158,-0.402194083,-0.223849087,-0.392481406,0
696,Dallas Mavericks,Memphis Grizzlies,-0.09578999,0.038987717,-0.075249838,-0.022381872,-0.015761908,-0.020414932,-0.006265981,1
697,Denver Nuggets,Detroit Pistons,0.152832222,0.09271977,0.056361599,0.007077219,1.155785245,0.354177363,1.266444548,1
698,Minnesota Timberwolves,Brooklyn Nets,0.002354514,0.002169724,-0.019036767,0.044486729,0.267424198,0.416896205,0.351469923,1
699,Golden State Warriors,Utah Jazz,-0.060208532,-0.028578014,-0.022273552,0.102218564,-0.540532213,0.27094053,-0.17036064,1
700,Cleveland Cavaliers,New York Knicks,0.043114557,0.011516368,-0.015325097,0.028098964,0.249380995,-0.045286359,0.254663918,1
701,New Orleans Pelicans,Indiana Pacers,0.0408136,-0.01600804,0.00890255,0.023298517,0.093465761,-0.453981614,-0.132511382,1
702,Oklahoma City Thunder,Chicago Bulls,-0.147352167,-0.084874215,-0.013928232,0.033521835,-1.126159485,-0.153494554,-0.898086683,0
703,Phoenix Suns,Utah Jazz,0.001168162,-0.028212128,-0.045658533,-0.132342233,-0.108815949,0.34194152,0.224820109,1
704,Detroit Pistons,Denver Nuggets,-0.152832222,-0.09271977,-0.056361599,-0.007077219,-1.155785245,-0.354177363,-1.266444548,0
705,Philadelphia 76ers,New Orleans Pelicans,0.045447513,0.031619784,-0.056192359,-0.077453674,0.419929143,0.335539407,0.559733418,1
706,Toronto Raptors,Charlotte Hornets,-0.020707599,-0.063180892,0.039455746,-0.11054149,-0.071043818,0.367802932,0.140658132,1
707,Washington Wizards,Los Angeles Clippers,0.014708472,-0.003471773,0.0239508,-0.009461098,-0.068744397,-0.472753857,-0.253129093,0
708,Boston Celtics,Sacramento Kings,0.11012659,0.041000493,0.063202448,-0.020156719,0.645181755,1.264982505,1.443041935,1
709,Brooklyn Nets,Los Angeles Lakers,0.043549754,-0.001222326,0.022421069,-0.048308161,0.243583244,-0.142170622,0.18393531,0
710,Houston Rockets,San Antonio Spurs,-0.125262849,0.010350222,-0.028668818,0.22684782,-0.35452512,-0.516747302,-0.781025867,0
711,Golden State Warriors,Dallas Mavericks,0.011921791,0.006256897,0.039253668,0.260044894,-0.225252613,0.212144152,-0.053631151,1
712,Portland Trail Blazers,Minnesota Timberwolves,-0.016424336,0.013702056,0.048162281,0.132787436,-0.21651326,0.424335149,0.122308454,0
713,Cleveland Cavaliers,Milwaukee Bucks,-0.049177009,5.15E-05,-0.014502639,0.110733766,-0.367855547,0.208718241,-0.413817902,1
714,Indiana Pacers,Charlotte Hornets,-0.051955606,-0.012517094,0.033057449,0.025724119,-0.328035171,0.267539602,-0.134294702,0
715,Orlando Magic,Los Angeles Clippers,-0.123702941,-0.06515559,0.003098362,0.041507956,-0.441066724,-0.191610546,-0.388393414,0
716,Atlanta Hawks,Sacramento Kings,0.118377495,0.019795048,0.0294741,-0.200447939,0.929817947,0.192172683,0.868657034,1
717,Miami Heat,New York Knicks,0.045756396,0.038063771,0.000354647,0.095372334,0.39681841,0.091122362,0.4875382,1
718,Brooklyn Nets,Denver Nuggets,-0.002466345,-0.028500967,-0.018878134,-0.0612427,-0.466414732,-0.356944324,-0.56245225,0
719,Chicago Bulls,Toronto Raptors,-0.005192731,0.062404799,-0.032967019,0.09734198,-0.074596527,-0.480039774,-0.327667963,1
720,San Antonio Spurs,Memphis Grizzlies,-0.074769467,0.011224408,-0.080833256,0.008155599,-0.343696091,-0.402449292,-0.523336152,0
721,Portland Trail Blazers,Dallas Mavericks,0.021020523,-0.027763309,-0.005583418,0.030537471,-0.327934183,-0.38203436,-0.517070171,0
722,Utah Jazz,Phoenix Suns,-0.001168162,0.028212128,0.045658533,0.132342233,0.108815949,-0.34194152,-0.224820109,0
723,Philadelphia 76ers,Los Angeles Lakers,0.061224105,0.006504893,0.001461024,-0.092740261,0.594006695,0.328731307,0.586756073,1
724,Golden State Warriors,Minnesota Timberwolves,-0.016424336,0.013702056,0.048162281,0.132787436,-0.21651326,0.424335149,0.122308454,1
725,Orlando Magic,Detroit Pistons,-0.02491743,0.007459247,0.0047746,0.004339329,-0.038274481,0.229717171,0.071157384,1
726,Atlanta Hawks,Boston Celtics,0.008250905,-0.021205445,-0.033728348,-0.18029122,0.284636192,-1.072809822,-0.574384901,1
727,Charlotte Hornets,Los Angeles Lakers,0.070033155,0.014926611,0.000368287,-0.036210259,0.658027957,0.134347553,0.548492657,1
728,Houston Rockets,Portland Trail Blazers,-0.086684185,-0.00902053,-0.021959321,0.126306401,-0.162712508,-0.411865082,-0.5867512,0
729,Memphis Grizzlies,Utah Jazz,0.023659667,-0.073822628,0.013722618,-0.135444458,-0.299517692,0.07921131,-0.110463508,1
730,Miami Heat,Los Angeles Clippers,0.02875,0.021783212,0.062491638,0.088098537,0.520425227,0.25637182,0.707578427,1
731,New Orleans Pelicans,Denver Nuggets,-0.030239507,-0.052393532,0.01635418,-0.028221126,-0.535920424,-0.221581802,-0.719364905,0
732,Oklahoma City Thunder,Indiana Pacers,-0.149235441,-0.098002338,-0.048370421,-0.028822473,-1.323769849,-0.346157545,-1.282991417,0
733,San Antonio Spurs,Chicago Bulls,-0.005554161,-0.03352127,-0.000147517,-0.05113165,-0.320575,0.082771509,-0.167208159,1
734,Phoenix Suns,Minnesota Timberwolves,0.044952358,0.014067942,0.0247773,-0.101773361,0.215203004,0.495336139,0.517489203,1
735,Milwaukee Bucks,New York Knicks,0.092291566,0.011464825,-0.000822458,-0.082634802,0.617236542,-0.2540046,0.66848182,1
736,Dallas Mavericks,Indiana Pacers,0.042595149,0.017499408,-0.036457918,-0.092493786,0.439135004,0.039743066,0.551810801,1
737,New Orleans Pelicans,Boston Celtics,-0.064681772,-0.059932681,0.003687925,-0.004473535,-0.418334049,-0.917419617,-1.075975272,0
738,Philadelphia 76ers,Sacramento Kings,0.090892331,0.012687596,0.010698014,-0.102083928,0.646776849,0.683102295,0.926800081,1
739,Memphis Grizzlies,Washington Wizards,0.106670271,-0.034297095,0.076978111,-0.067924613,0.647248126,0.698161313,1.031246102,1
740,Miami Heat,Toronto Raptors,-0.028606168,0.077211201,0.009281447,0.203538979,-0.109553938,0.036145391,-0.042078552,0
741,Golden State Warriors,Brooklyn Nets,-0.014069822,0.01587178,0.029125514,0.177274165,0.050910938,0.841231354,0.473778377,1
742,Atlanta Hawks,Los Angeles Lakers,0.088709269,0.013612345,0.02023711,-0.191104272,0.877047793,-0.162198305,0.528613026,1
743,Charlotte Hornets,Los Angeles Clippers,0.078063767,0.007752903,0.013754445,-0.004898952,0.701022983,-0.147576503,0.608998847,0
744,Chicago Bulls,Portland Trail Blazers,0.052163437,0.00697681,0.020243172,-0.018098462,0.555382638,-0.259813345,0.421989016,1
745,Detroit Pistons,Cleveland Cavaliers,-0.124893672,-0.067850646,-0.048488132,0.01634346,-0.775780055,-0.541290816,-0.934254943,1
746,Milwaukee Bucks,Denver Nuggets,0.021238459,-0.024920667,0.006629172,-0.134154445,-0.012149643,-0.021604788,0.081628297,0
747,Orlando Magic,Dallas Mavericks,-0.149291694,-0.066374439,-0.022580711,0.141275539,-1.003808545,-0.39660307,-1.160244442,1
748,Minnesota Timberwolves,Utah Jazz,-0.043784196,-0.04228007,-0.070435833,-0.030568872,-0.324018953,-0.153394619,-0.292669094,1
749,Phoenix Suns,San Antonio Spurs,0.052277962,0.034386092,0.021452105,-0.005053374,0.534397834,0.665179502,0.858619769,1
750,Cleveland Cavaliers,New Orleans Pelicans,0.002300957,0.027524408,-0.024227647,0.004800447,0.155915234,0.408695255,0.3871753,1
751,Indiana Pacers,Los Angeles Clippers,0.026108161,-0.004764191,0.046811894,0.020825167,0.372987812,0.119963099,0.474704145,1
752,Philadelphia 76ers,Memphis Grizzlies,-0.052124026,0.037100053,-0.086081729,0.015956757,0.058497992,-0.178600205,-0.130854746,1
753,Atlanta Hawks,Toronto Raptors,0.039383713,0.061866626,-0.019586923,-0.044352523,0.290063654,-0.66434879,-0.160537763,0
754,Boston Celtics,Miami Heat,0.059738976,0.00586087,0.004859978,-0.067600282,0.1149814,0.372315641,0.45592569,1
755,New York Knicks,Sacramento Kings,0.004631218,-0.002924148,0.057987823,-0.047928771,0.133381945,0.801544502,0.499578045,1
756,Houston Rockets,Golden State Warriors,-0.116164117,-0.023669984,-0.073505904,-0.002659603,-0.45720669,-1.110925814,-1.244464887,0
757,Oklahoma City Thunder,Portland Trail Blazers,-0.132699274,-0.085373151,-0.058617801,-0.144853938,-0.908266055,-0.830444575,-1.194317544,1
758,Detroit Pistons,New Orleans Pelicans,-0.122592715,-0.040326238,-0.072715779,0.021143907,-0.619864821,-0.132595561,-0.547079643,0
759,Milwaukee Bucks,Washington Wizards,0.060576698,-0.001343961,0.037363733,-0.080447501,0.809587756,0.383998715,1.14165114,1
760,Toronto Raptors,Miami Heat,0.028606168,-0.077211201,-0.009281447,-0.203538979,0.109553938,-0.036145391,0.042078552,1
761,Chicago Bulls,Orlando Magic,0.175866378,0.0721324,0.01714481,-0.059606418,0.996449362,-0.068202799,0.81038243,1
762,Minnesota Timberwolves,Denver Nuggets,-0.000111831,-0.026331243,-0.037914901,-0.016755971,-0.198990534,0.059951881,-0.210982327,1
763,San Antonio Spurs,Golden State Warriors,0.009098732,-0.034020206,-0.044837086,-0.229507423,-0.10268157,-0.594178512,-0.46343902,0
764,Phoenix Suns,Brooklyn Nets,0.047306872,0.016237666,0.005740533,-0.057286632,0.482627202,0.912232344,0.868959126,1
765,Indiana Pacers,Orlando Magic,0.222590179,0.072997222,0.038449398,-0.115791442,1.210272196,0.679748212,1.50179404,0
766,Philadelphia 76ers,Washington Wizards,0.054546245,0.002802958,-0.009103618,-0.051967856,0.705746118,0.519561108,0.900391356,0
767,Boston Celtics,Charlotte Hornets,0.010425209,0.019891179,0.053597171,0.025397207,-0.065616356,0.776263964,0.55450527,1
768,New York Knicks,Memphis Grizzlies,-0.138385139,0.021488309,-0.03879192,0.070111914,-0.454896912,-0.060157998,-0.558076782,0
769,Houston Rockets,Cleveland Cavaliers,-0.104761734,-0.011430047,-0.055385057,0.136792541,-0.492705294,-0.813752237,-1.000949155,1
770,Dallas Mavericks,Oklahoma City Thunder,0.120777483,0.079116254,0.019364133,-0.115190956,1.133518668,0.618300423,1.247948695,0
771,Sacramento Kings,Brooklyn Nets,-0.07321798,-0.004960377,-0.031658059,0.057651828,-0.296353398,-0.212200366,-0.523979318,1
772,Utah Jazz,Denver Nuggets,0.043672365,0.015948827,0.032520932,0.013812901,0.125028419,0.2133465,0.081686767,1
773,Los Angeles Lakers,Portland Trail Blazers,-0.046016099,-0.027278641,-0.041299203,-0.012934539,-0.709997976,-0.214773702,-0.74638756,1
774,Detroit Pistons,Minnesota Timberwolves,-0.152720391,-0.066388527,-0.018446698,0.009678752,-0.956794711,-0.414129244,-1.055462221,0
775,San Antonio Spurs,Miami Heat,0.017859276,-0.048327672,-0.042395983,-0.157328649,-0.285617589,-0.433413656,-0.45279757,0
776,Atlanta Hawks,Phoenix Suns,-0.002147357,-0.001402995,-0.007924492,-0.085509479,0.150837347,-0.932260027,-0.52428141,1
777,Toronto Raptors,Chicago Bulls,0.005192731,-0.062404799,0.032967019,-0.09734198,0.074596527,0.480039774,0.327667963,1
778,Golden State Warriors,Sacramento Kings,0.059148158,0.020832157,0.060783573,0.119622337,0.347264336,1.05343172,0.997757695,1
779,Los Angeles Clippers,Los Angeles Lakers,-0.008030612,0.007173708,-0.013386158,-0.031311307,-0.042995026,0.281924056,-0.06050619,1
780,Charlotte Hornets,Cleveland Cavaliers,0.051955606,0.012517094,-0.033057449,-0.025724119,0.328035171,-0.267539602,0.134294702,0
781,Detroit Pistons,Boston Celtics,-0.187274487,-0.100258919,-0.069027854,0.016670372,-1.03819887,-1.050015178,-1.623054915,0
782,Indiana Pacers,Chicago Bulls,-0.150948948,-0.079591647,-0.02191941,0.055267089,-0.958174881,-0.161514372,-0.881539814,0
783,Toronto Raptors,Atlanta Hawks,-0.039383713,-0.061866626,0.019586923,0.044352523,-0.290063654,0.66434879,0.160537763,1
784,San Antonio Spurs,Houston Rockets,0.125262849,-0.010350222,0.028668818,-0.22684782,0.35452512,0.516747302,0.781025867,1
785,Denver Nuggets,New Orleans Pelicans,0.030239507,0.052393532,-0.01635418,0.028221126,0.535920424,0.221581802,0.719364905,0
786,Utah Jazz,Brooklyn Nets,0.04613871,0.044449794,0.051399066,0.075055601,0.591443151,0.570290824,0.644139017,1
787,Dallas Mavericks,Philadelphia 76ers,-0.043665964,0.001887664,0.010831891,-0.038338629,-0.0742599,0.158185273,0.124588765,1
788,Portland Trail Blazers,Oklahoma City Thunder,0.120777483,0.079116254,0.019364133,-0.115190956,1.133518668,0.618300423,1.247948695,0
789,Orlando Magic,Memphis Grizzlies,-0.245081684,-0.027386722,-0.097830549,0.118893667,-1.019570453,-0.417018002,-1.166510423,0
790,Charlotte Hornets,Miami Heat,0.049313767,-0.014030309,-0.048737193,-0.092997489,0.180597756,-0.403948323,-0.09857958,0
791,Washington Wizards,Phoenix Suns,-0.084178766,-0.011313405,-0.01759696,0.064822388,-0.837949869,-0.960891523,-1.366529719,0
792,Los Angeles Lakers,New York Knicks,0.025037008,0.009106851,-0.048750833,0.038585104,-0.080611791,-0.447173514,-0.159534037,1
793,Portland Trail Blazers,Milwaukee Bucks,-0.067254558,-0.002357974,-0.047928375,0.121219906,-0.697848333,-0.193168914,-0.828015857,0
794,Sacramento Kings,Oklahoma City Thunder,0.073551116,0.064540994,-0.002165772,0.025231601,0.561001719,-0.222987145,0.196559849,1
795,Chicago Bulls,Philadelphia 76ers,-0.01709128,0.007645625,0.00539599,0.043330492,-0.081619083,-0.306620596,-0.225273247,0
796,Denver Nuggets,Brooklyn Nets,0.002466345,0.028500967,0.018878134,0.0612427,0.466414732,0.356944324,0.56245225,1
797,Minnesota Timberwolves,Detroit Pistons,0.152720391,0.066388527,0.018446698,-0.009678752,0.956794711,0.414129244,1.055462221,1
798,Cleveland Cavaliers,Indiana Pacers,0.124893672,0.067850646,0.048488132,-0.01634346,0.775780055,0.541290816,0.934254943,1
799,Dallas Mavericks,Atlanta Hawks,-0.071151128,-0.005219788,-0.007944195,0.060025382,-0.357300998,0.649114885,0.182731812,1
800,Orlando Magic,Boston Celtics,-0.212191917,-0.092799672,-0.064253254,0.021009701,-1.076473351,-0.820298007,-1.551897531,0
801,Houston Rockets,New Orleans Pelicans,-0.102460777,0.016094361,-0.079612704,0.141592988,-0.33679006,-0.405056982,-0.613773855,0
802,Los Angeles Clippers,Milwaukee Bucks,-0.07528517,0.004815734,-0.061314533,0.089908599,-0.740843359,0.088755142,-0.888522047,0
803,Charlotte Hornets,Toronto Raptors,0.020707599,0.063180892,-0.039455746,0.11054149,0.071043818,-0.367802932,-0.140658132,0
804,Washington Wizards,Miami Heat,-0.014041528,-0.025254985,-0.038540838,-0.097559635,-0.589169624,-0.729125677,-0.96070752,0
805,Chicago Bulls,Phoenix Suns,-0.046723801,-0.000864822,-0.021304588,0.056185024,-0.213822834,-0.747951011,-0.69141161,0
806,Oklahoma City Thunder,Golden State Warriors,-0.132699274,-0.085373151,-0.058617801,-0.144853938,-0.908266055,-0.830444575,-1.194317544,0
807,Utah Jazz,New York Knicks,0.114725472,0.052334319,0.025069302,0.065332544,0.754414604,-0.019053312,0.66854029,1
808,Philadelphia 76ers,Phoenix Suns,-0.029632521,-0.008510447,-0.026700578,0.012854532,-0.132203751,-0.441330415,-0.466138363,0
809,Atlanta Hawks,Indiana Pacers,-0.002147357,-0.001402995,-0.007924492,-0.085509479,0.150837347,-0.932260027,-0.52428141,1
810,Brooklyn Nets,Boston Celtics,-0.03690861,-0.036040116,-0.031544389,-0.037495109,-0.348828357,-1.052782139,-0.919062617,0
811,Memphis Grizzlies,Los Angeles Clippers,0.121378743,-0.037768868,0.100928911,-0.077385711,0.578503729,0.225407456,0.778117009,1
812,New Orleans Pelicans,Houston Rockets,0.102460777,-0.016094361,0.079612704,-0.141592988,0.33679006,0.405056982,0.613773855,1
813,Dallas Mavericks,Detroit Pistons,0.124374264,0.073833686,0.027355311,-0.13693621,0.965534064,0.626320241,1.231401826,1
814,Denver Nuggets,New York Knicks,0.071053107,0.036385492,-0.00745163,0.051519643,0.629386185,-0.232399812,0.586853523,1
815,Los Angeles Lakers,Milwaukee Bucks,-0.067254558,-0.002357974,-0.047928375,0.121219906,-0.697848333,-0.193168914,-0.828015857,0
816,Portland Trail Blazers,Orlando Magic,0.131733553,0.057981882,0.010287796,-0.010196649,0.48406175,-0.09031351,0.448899604,0
817,Sacramento Kings,Minnesota Timberwolves,-0.075572494,-0.007130101,-0.012621292,0.013165099,-0.563777596,-0.629096571,-0.875449241,0
818,Cleveland Cavaliers,San Antonio Spurs,-0.020501115,0.021780269,0.026716239,0.090055279,0.138180174,0.297004935,0.219923288,1
819,Charlotte Hornets,Chicago Bulls,0.02590033,0.000776093,-0.006488727,0.01319951,0.145640345,0.112236842,0.187009831,0
820,Oklahoma City Thunder,Toronto Raptors,-0.152544898,-0.022469416,-0.046895251,0.130863815,-1.200756012,-0.633534328,-1.225754646,0
821,Portland Trail Blazers,Los Angeles Lakers,-0.103219342,-0.070723697,-0.007071218,-0.015887934,-0.613771873,-0.131383843,-0.536603857,1
822,Sacramento Kings,Minnesota Timberwolves,-0.075572494,-0.007130101,-0.012621292,0.013165099,-0.563777596,-0.629096571,-0.875449241,1
823,Utah Jazz,Golden State Warriors,0.060208532,0.028578014,0.022273552,-0.102218564,0.540532213,-0.27094053,0.17036064,1
824,Detroit Pistons,Memphis Grizzlies,-0.220164254,-0.034845969,-0.102605149,0.114554338,-0.981295972,-0.646735173,-1.237667807,0
825,New Orleans Pelicans,Miami Heat,-0.004942796,-0.054071811,0.008547903,-0.072073817,-0.303352649,-0.545103976,-0.620049582,0
826,Washington Wizards,Brooklyn Nets,-0.036871894,0.004924261,-0.011856427,0.007535756,-0.355322667,-0.048659179,-0.497570593,1
827,Houston Rockets,Toronto Raptors,-0.136009741,0.039233751,-0.061783354,0.27305815,-0.749696647,-0.914015567,-1.275901989,0
828,Dallas Mavericks,Los Angeles Clippers,0.025588753,0.001218849,0.025679073,-0.099767583,0.562741821,0.204992524,0.771851028,1
829,Golden State Warriors,New York Knicks,0.05451694,0.023756305,0.00279575,0.167551108,0.213882391,0.251887218,0.49817965,0
830,Phoenix Suns,Milwaukee Bucks,0.023602068,0.012657366,-0.019766773,0.015625113,0.028362113,0.576892808,0.224878579,1
831,Detroit Pistons,Charlotte Hornets,-0.176849278,-0.08036774,-0.015430683,0.042067579,-1.103815226,-0.273751214,-1.068549645,0
832,Indiana Pacers,Cleveland Cavaliers,-0.124893672,-0.067850646,-0.048488132,0.01634346,-0.775780055,-0.541290816,-0.934254943,0
