,HOME,AWAY,PER,TS%,TRB%,TOV%,OWS,DWS,VORP,Result
833,Philadelphia 76ers,Oklahoma City Thunder,0.164443447,0.07722859,0.008532242,-0.076852327,1.207778568,0.46011515,1.12335993,1
834,Atlanta Hawks,San Antonio Spurs,0.050130605,0.032983097,0.013527613,-0.090562853,0.685235181,-0.267080525,0.334338359,0
835,Boston Celtics,Denver Nuggets,0.034442265,0.007539149,0.012666255,-0.023747591,-0.117586375,0.695837815,0.356610367,1
836,Chicago Bulls,Minnesota Timberwolves,-0.001771443,0.01320312,0.003472712,-0.045588337,0.00138017,-0.252614872,-0.173922407,1
837,Utah Jazz,Orlando Magic,0.221422017,0.10120935,0.084107931,0.016550791,1.319088145,0.337806692,1.276973931,1
838,Portland Trail Blazers,New York Knicks,0.114725472,0.052334319,0.025069302,0.065332544,0.754414604,-0.019053312,0.66854029,1
839,Charlotte Hornets,Memphis Grizzlies,-0.043314976,0.045521771,-0.087174466,0.072486759,0.122519254,-0.372983959,-0.169118162,0
840,New Orleans Pelicans,San Antonio Spurs,-0.022802072,-0.005744139,0.050943886,0.085254832,-0.01773506,-0.11169032,-0.167252012,0
841,Washington Wizards,Sacramento Kings,0.036346086,0.009884638,0.019801632,-0.050116072,-0.058969269,0.163541187,0.026408725,0
842,Philadelphia 76ers,Cleveland Cavaliers,0.043146556,0.004095376,-0.031964712,-0.082254121,0.264013909,-0.073155848,0.172558118,1
843,Toronto Raptors,Denver Nuggets,0.003309457,-0.075532922,-0.00147517,-0.159686288,-0.123013837,0.287376783,-0.057236771,0
844,Chicago Bulls,Oklahoma City Thunder,0.147352167,0.084874215,0.013928232,-0.033521835,1.126159485,0.153494554,0.898086683,1
845,Miami Heat,Brooklyn Nets,-0.022830366,0.030179246,0.026684411,0.105095391,0.233846957,0.680466498,0.463136927,1
846,Dallas Mavericks,Los Angeles Clippers,0.025588753,0.001218849,0.025679073,-0.099767583,0.562741821,0.204992524,0.771851028,0
847,Golden State Warriors,Los Angeles Lakers,0.029479932,0.014649454,0.051546583,0.128966004,0.294494182,0.699060732,0.657713687,1
848,Phoenix Suns,Orlando Magic,0.222590179,0.072997222,0.038449398,-0.115791442,1.210272196,0.679748212,1.50179404,1
849,Boston Celtics,Atlanta Hawks,-0.008250905,0.021205445,0.033728348,0.18029122,-0.284636192,1.072809822,0.574384901,1
850,Indiana Pacers,Minnesota Timberwolves,0.034554096,0.033870392,0.050581156,-0.00699162,0.081404159,0.635885934,0.567592694,0
851,Washington Wizards,Detroit Pistons,0.113493983,0.069143064,0.025627038,-0.046629725,0.334047846,-0.05142614,0.206421705,1
852,Brooklyn Nets,Sacramento Kings,0.07321798,0.004960377,0.031658059,-0.057651828,0.296353398,0.212200366,0.523979318,1
853,New York Knicks,Oklahoma City Thunder,0.078182334,0.061616846,0.055822051,-0.02269717,0.694383664,0.578557357,0.696137894,0
854,Chicago Bulls,San Antonio Spurs,0.005554161,0.03352127,0.000147517,0.05113165,0.320575,-0.082771509,0.167208159,1
855,Milwaukee Bucks,Portland Trail Blazers,0.028675894,0.021728726,0.041218878,-0.020678487,0.506035721,0.088286694,0.63374119,0
856,New Orleans Pelicans,Toronto Raptors,-0.033548964,0.02313939,0.01782935,0.131465162,-0.412906587,-0.508958585,-0.662128134,1
857,Denver Nuggets,Orlando Magic,0.177749652,0.085260523,0.051586999,0.00273789,1.194059726,0.124460192,1.195287164,1
858,Utah Jazz,Houston Rockets,0.176372649,0.052247998,0.095779456,-0.099558961,0.997738903,0.839985284,1.414825527,1
859,Los Angeles Clippers,Golden State Warriors,-0.037510544,-0.007475746,-0.064932741,-0.160277311,-0.337489208,-0.417136676,-0.718219877,1
860,Atlanta Hawks,Cleveland Cavaliers,0.07063172,0.011202828,-0.013188626,-0.180618132,0.547055007,-0.56408546,0.114415071,1
861,Miami Heat,Dallas Mavericks,0.003161247,0.020564363,0.036812565,0.18786612,-0.042316594,0.051379296,-0.064272601,0
862,Philadelphia 76ers,Boston Celtics,-0.019234259,-0.028312897,-0.052504434,-0.081927209,0.001595094,-0.58188021,-0.516241854,0
863,Milwaukee Bucks,Indiana Pacers,-0.013203806,-0.032459816,-0.006037083,-0.110406854,0.105436732,-0.717442603,-0.27498207,1
864,Minnesota Timberwolves,Charlotte Hornets,-0.024128887,-0.013979213,0.003016015,0.032388827,-0.147020515,0.14037803,-0.013087424,1
865,New Orleans Pelicans,Memphis Grizzlies,-0.097571539,0.005480269,-0.02988937,0.093410431,-0.361431151,-0.514139612,-0.690588164,0
866,Phoenix Suns,Los Angeles Clippers,0.098887238,0.007841632,0.04154776,-0.074283486,0.769205472,0.488137666,1.113400626,1
867,Orlando Magic,Atlanta Hawks,-0.220442822,-0.071594227,-0.030524906,0.201300921,-1.361109543,0.252511815,-0.97751263,0
868,Boston Celtics,Detroit Pistons,0.187274487,0.100258919,0.069027854,-0.016670372,1.03819887,1.050015178,1.623054915,0
869,Indiana Pacers,Washington Wizards,0.073780504,0.031115855,0.043400816,0.029959353,0.704151024,1.101441318,1.41663321,1
870,New York Knicks,Brooklyn Nets,-0.068586762,-0.007884525,0.026329764,0.009723057,-0.162971453,0.589344136,-0.024401273,0
871,Chicago Bulls,Sacramento Kings,0.073801051,0.020333221,0.016094004,-0.058753436,0.565157766,0.376481699,0.701526834,1
872,Memphis Grizzlies,Portland Trail Blazers,0.143016357,-0.024412457,0.096779743,-0.118040685,0.588278857,0.8617025,1.057654827,0
873,Minnesota Timberwolves,Toronto Raptors,-0.003421288,0.049201679,-0.036439731,0.142930317,-0.075976697,-0.227424902,-0.153745556,0
874,Oklahoma City Thunder,San Antonio Spurs,-0.141798006,-0.051352945,-0.013780715,0.084653485,-0.805584485,-0.236266063,-0.730878524,0
875,Phoenix Suns,Houston Rockets,0.177540811,0.02403587,0.050120923,-0.231901194,0.888922954,1.181926804,1.639645636,1
876,Golden State Warriors,Denver Nuggets,-0.016536167,-0.012629187,0.01024738,0.116031465,-0.415503794,0.48428703,-0.088673873,0
877,Los Angeles Lakers,Utah Jazz,-0.089688464,-0.043227468,-0.073820135,-0.02674744,-0.835026395,-0.428120202,-0.828074327,1
878,Charlotte Hornets,Miami Heat,0.049313767,-0.014030309,-0.048737193,-0.092997489,0.180597756,-0.403948323,-0.09857958,0
879,Brooklyn Nets,Washington Wizards,0.036871894,-0.004924261,0.011856427,-0.007535756,0.355322667,0.048659179,0.497570593,0
880,New Orleans Pelicans,Dallas Mavericks,-0.001781549,-0.033507448,0.045360468,0.115792303,-0.345669243,-0.49372468,-0.684322183,0
881,Milwaukee Bucks,Philadelphia 76ers,0.006030453,-0.004146919,0.046467351,-0.028479645,0.103841638,-0.135562393,0.241259784,0
882,Los Angeles Clippers,Houston Rockets,0.078653573,0.016194238,0.008573163,-0.157617708,0.119717482,0.693789138,0.52624501,1
883,Detroit Pistons,Cleveland Cavaliers,-0.124893672,-0.067850646,-0.048488132,0.01634346,-0.775780055,-0.541290816,-0.934254943,1
884,Brooklyn Nets,Boston Celtics,-0.03690861,-0.036040116,-0.031544389,-0.037495109,-0.348828357,-1.052782139,-0.919062617,0
885,Chicago Bulls,Atlanta Hawks,-0.044576444,0.000538173,-0.013380096,0.141694503,-0.364660181,0.184309016,-0.1671302,1
886,Minnesota Timberwolves,Memphis Grizzlies,-0.067443863,0.031542558,-0.084158451,0.104875586,-0.024501261,-0.232605929,-0.182205586,1
887,Oklahoma City Thunder,Phoenix Suns,-0.194075968,-0.085739037,-0.03523282,0.089706859,-1.339982319,-0.901445565,-1.589498293,0
888,Portland Trail Blazers,Golden State Warriors,-0.132699274,-0.085373151,-0.058617801,-0.144853938,-0.908266055,-0.830444575,-1.194317544,0
889,Sacramento Kings,Denver Nuggets,-0.075684325,-0.033461344,-0.050536193,-0.003590872,-0.76276813,-0.56914469,-1.086431568,0
890,Charlotte Hornets,Toronto Raptors,0.020707599,0.063180892,-0.039455746,0.11054149,0.071043818,-0.367802932,-0.140658132,1
891,Indiana Pacers,Oklahoma City Thunder,0.173252497,0.085650308,0.007439505,-0.020322325,1.27179983,0.265731396,1.085096514,0
892,Orlando Magic,Houston Rockets,-0.045049368,-0.048961352,0.011671525,-0.116109752,-0.321349242,0.502178592,0.137851596,1
893,Washington Wizards,San Antonio Spurs,-0.031900804,0.023072687,0.003855145,0.059769014,-0.303552035,-0.295712021,-0.50790995,0
894,New York Knicks,Miami Heat,-0.045756396,-0.038063771,-0.000354647,-0.095372334,-0.39681841,-0.091122362,-0.4875382,0
895,Minnesota Timberwolves,Philadelphia 76ers,-0.015319837,-0.005557495,0.001923278,0.088918829,-0.082999253,-0.054005724,-0.05135084,0
896,Phoenix Suns,New Orleans Pelicans,0.075080034,0.040130231,-0.029491781,-0.090308206,0.552132894,0.776869822,1.025871781,0
897,Utah Jazz,Dallas Mavericks,0.072130323,0.034834911,0.06152722,0.15782633,0.3152796,-0.058796378,0.116729489,1
898,Los Angeles Lakers,Los Angeles Clippers,0.008030612,-0.007173708,0.013386158,0.031311307,0.042995026,-0.281924056,0.06050619,0
899,Detroit Pistons,Boston Celtics,-0.187274487,-0.100258919,-0.069027854,0.016670372,-1.03819887,-1.050015178,-1.623054915,0
900,Atlanta Hawks,Toronto Raptors,0.039383713,0.061866626,-0.019586923,-0.044352523,0.290063654,-0.66434879,-0.160537763,1
901,Chicago Bulls,Memphis Grizzlies,-0.069215306,0.044745678,-0.080685739,0.059287249,-0.023121091,-0.485220801,-0.356127993,0
902,Cleveland Cavaliers,Washington Wizards,0.011399689,-0.001292418,0.022861094,0.030286265,0.441732209,0.592716956,0.727833238,1
903,Miami Heat,San Antonio Spurs,-0.017859276,0.048327672,0.042395983,0.157328649,0.285617589,0.433413656,0.45279757,1
904,Milwaukee Bucks,Brooklyn Nets,0.023704804,0.0035803,0.025507306,-0.072911745,0.454265089,0.335339536,0.644080547,0
905,Denver Nuggets,Sacramento Kings,0.075684325,0.033461344,0.050536193,0.003590872,0.76276813,0.56914469,1.086431568,1
906,New York Knicks,Philadelphia 76ers,-0.086261113,-0.015611744,0.047289809,0.054155157,-0.513394904,0.118442207,-0.427222036,0
907,Phoenix Suns,Utah Jazz,0.001168162,-0.028212128,-0.045658533,-0.132342233,-0.108815949,0.34194152,0.224820109,0
908,Indiana Pacers,Boston Celtics,0.010398262,-0.01980245,-0.025803856,-0.094781741,0.133798845,-0.140549795,-0.050103491,1
909,Charlotte Hornets,Detroit Pistons,0.176849278,0.08036774,0.015430683,-0.042067579,1.103815226,0.273751214,1.068549645,0
910,Houston Rockets,Los Angeles Clippers,-0.078653573,-0.016194238,-0.008573163,0.157617708,-0.119717482,-0.693789138,-0.52624501,0
911,Golden State Warriors,Dallas Mavericks,0.011921791,0.006256897,0.039253668,0.260044894,-0.225252613,0.212144152,-0.053631151,0
912,Portland Trail Blazers,Denver Nuggets,-0.016536167,-0.012629187,0.01024738,0.116031465,-0.415503794,0.48428703,-0.088673873,0
913,Los Angeles Lakers,New Orleans Pelicans,-0.015776592,0.025114891,-0.057653383,0.015286587,-0.174077552,0.0068081,-0.027022655,0
914,Cleveland Cavaliers,Minnesota Timberwolves,-0.027826719,0.001462119,0.030041434,-0.006664708,-0.181014656,0.127161572,-0.121207278,0
915,Orlando Magic,Indiana Pacers,-0.177637821,-0.05892928,-0.013672098,0.014018081,-0.995069192,-0.184412073,-0.984304837,1
916,Brooklyn Nets,Toronto Raptors,-0.005775802,0.047031955,-0.017402964,0.098443588,-0.343400895,-0.644321107,-0.505215479,0
917,Miami Heat,Chicago Bulls,-0.023413437,0.014806402,0.042248466,0.106196999,-0.034957411,0.516185165,0.285589411,1
918,Memphis Grizzlies,San Antonio Spurs,0.074769467,-0.011224408,0.080833256,-0.008155599,0.343696091,0.402449292,0.523336152,1
919,Milwaukee Bucks,Charlotte Hornets,-0.002778597,-0.012568637,0.047560088,-0.085009647,0.039820376,0.058821361,0.2795232,1
920,Oklahoma City Thunder,Sacramento Kings,-0.073551116,-0.064540994,0.002165772,-0.025231601,-0.561001719,0.222987145,-0.196559849,0
921,Washington Wizards,Detroit Pistons,0.113493983,0.069143064,0.025627038,-0.046629725,0.334047846,-0.05142614,0.206421705,1
922,Boston Celtics,Atlanta Hawks,-0.008250905,0.021205445,0.033728348,0.18029122,-0.284636192,1.072809822,0.574384901,1
923,Toronto Raptors,Brooklyn Nets,0.005775802,-0.047031955,0.017402964,-0.098443588,0.343400895,0.644321107,0.505215479,1
924,Houston Rockets,Los Angeles Clippers,-0.078653573,-0.016194238,-0.008573163,0.157617708,-0.119717482,-0.693789138,-0.52624501,0
925,Minnesota Timberwolves,Golden State Warriors,0.016424336,-0.013702056,-0.048162281,-0.132787436,0.21651326,-0.424335149,-0.122308454,1
926,Los Angeles Lakers,Dallas Mavericks,-0.017558141,-0.008392557,-0.012292915,0.13107889,-0.519746795,-0.48691658,-0.711344838,0
927,Cleveland Cavaliers,Charlotte Hornets,-0.051955606,-0.012517094,0.033057449,0.025724119,-0.328035171,0.267539602,-0.134294702,0
928,Orlando Magic,Indiana Pacers,-0.201766708,-0.072908493,-0.010656083,0.046406908,-1.142089707,-0.044034043,-0.997392261,0
929,Philadelphia 76ers,New York Knicks,0.086261113,0.015611744,-0.047289809,-0.054155157,0.513394904,-0.118442207,0.427222036,1
930,Houston Rockets,Utah Jazz,-0.176372649,-0.052247998,-0.095779456,0.099558961,-0.997738903,-0.839985284,-1.414825527,0
931,Milwaukee Bucks,Miami Heat,0.04653517,-0.026598946,-0.001177105,-0.178007136,0.220418132,-0.345126962,0.18094362,1
932,New Orleans Pelicans,Sacramento Kings,0.045444818,-0.018932188,0.066890373,-0.024630254,0.226847706,0.347562888,0.367066663,1
933,Denver Nuggets,Oklahoma City Thunder,0.149235441,0.098002338,0.048370421,0.028822473,1.323769849,0.346157545,1.282991417,0
934,Phoenix Suns,Portland Trail Blazers,0.194075968,0.085739037,0.03523282,-0.089706859,1.339982319,0.901445565,1.589498293,1
935,Atlanta Hawks,Chicago Bulls,0.044576444,-0.000538173,0.013380096,-0.141694503,0.364660181,-0.184309016,0.1671302,1
936,Boston Celtics,Memphis Grizzlies,-0.032889767,0.06541295,-0.033577295,0.097883966,0.056902898,0.403280005,0.385387108,1
937,Brooklyn Nets,Miami Heat,0.022830366,-0.030179246,-0.026684411,-0.105095391,-0.233846957,-0.680466498,-0.463136927,0
938,Toronto Raptors,Detroit Pistons,0.156141679,0.017186848,0.054886429,-0.152609069,1.032771408,0.641554146,1.209207777,0
939,Dallas Mavericks,Golden State Warriors,-0.011921791,-0.006256897,-0.039253668,-0.260044894,0.225252613,-0.212144152,0.053631151,1
940,San Antonio Spurs,Sacramento Kings,0.06824689,-0.013188049,0.015946487,-0.109885086,0.244582766,0.459253208,0.534318675,0
941,Los Angeles Clippers,Los Angeles Lakers,-0.008030612,0.007173708,-0.013386158,-0.031311307,-0.042995026,0.281924056,-0.06050619,1
942,Detroit Pistons,Indiana Pacers,-0.106816123,-0.065441129,-0.015062396,0.00585732,-0.445787269,-0.139403661,-0.520056988,1
943,Philadelphia 76ers,Cleveland Cavaliers,0.043146556,0.004095376,-0.031964712,-0.082254121,0.264013909,-0.073155848,0.172558118,1
944,Washington Wizards,Atlanta Hawks,-0.082031409,-0.00991041,-0.009672468,0.150331867,-0.988787216,-0.028631496,-0.842248309,0
945,Chicago Bulls,Milwaukee Bucks,-0.023121733,0.011792544,-0.041071361,0.071810137,-0.185460721,-0.171058203,-0.466533031,0
946,Toronto Raptors,Orlando Magic,0.181059109,0.009727601,0.050111829,-0.156948398,1.071045889,0.411836975,1.138050393,0
947,New Orleans Pelicans,Utah Jazz,-0.073911872,-0.068342359,-0.016166752,-0.042034027,-0.660948843,-0.434928302,-0.801051672,1
948,Oklahoma City Thunder,Minnesota Timberwolves,-0.14912361,-0.071671095,-0.01045552,-0.012066502,-1.124779315,-0.406109426,-1.07200909,0
949,Denver Nuggets,Houston Rockets,0.132700284,0.036299171,0.063258524,-0.113371862,0.872710484,0.626638784,1.33313876,1
950,Phoenix Suns,New York Knicks,0.115893634,0.024122191,-0.020589231,-0.067009689,0.645598655,0.322888208,0.893360399,1
951,Dallas Mavericks,Sacramento Kings,0.047226367,0.01457526,0.021529905,-0.140422557,0.572516949,0.841287568,1.051388846,1
952,Charlotte Hornets,San Antonio Spurs,0.031454491,0.034297363,-0.00634121,0.06433116,0.466215345,0.029465333,0.35421799,1
953,Memphis Grizzlies,Orlando Magic,0.245081684,0.027386722,0.097830549,-0.118893667,1.019570453,0.417018002,1.166510423,1
954,Miami Heat,Philadelphia 76ers,-0.040504717,0.022452027,0.047644456,0.149527491,-0.116576494,0.209564569,0.060316164,1
955,Minnesota Timberwolves,Portland Trail Blazers,-0.015319837,-0.005557495,0.001923278,0.088918829,-0.082999253,-0.054005724,-0.05135084,1
956,Los Angeles Lakers,Golden State Warriors,-0.029479932,-0.014649454,-0.051546583,-0.128966004,-0.294494182,-0.699060732,-0.657713687,1
957,Boston Celtics,Brooklyn Nets,0.03690861,0.036040116,0.031544389,0.037495109,0.348828357,1.052782139,0.919062617,1
958,Milwaukee Bucks,Phoenix Suns,-0.023602068,-0.012657366,0.019766773,-0.015625113,-0.028362113,-0.576892808,-0.224878579,1
959,Washington Wizards,Indiana Pacers,-0.084178766,-0.011313405,-0.01759696,0.064822388,-0.837949869,-0.960891523,-1.366529719,1
960,Houston Rockets,Memphis Grizzlies,-0.200032316,0.02157463,-0.109502074,0.235003419,-0.698221211,-0.919196594,-1.304362019,1
961,Oklahoma City Thunder,Utah Jazz,-0.192907806,-0.113951165,-0.080891353,-0.042635374,-1.448798268,-0.559504045,-1.364678184,0
962,Cleveland Cavaliers,Toronto Raptors,-0.031248007,0.050663798,-0.006398297,0.136265609,-0.256991353,-0.10026333,-0.274952834,1
963,Denver Nuggets,New Orleans Pelicans,0.030239507,0.052393532,-0.01635418,0.028221126,0.535920424,0.221581802,0.719364905,1
964,Los Angeles Clippers,New York Knicks,0.017006396,0.016280559,-0.062136991,0.007273797,-0.123606817,-0.165249458,-0.220040227,0
965,Detroit Pistons,Atlanta Hawks,-0.195525392,-0.079053474,-0.035299506,0.196961592,-1.322835062,0.022794644,-1.048670014,1
966,Philadelphia 76ers,Chicago Bulls,0.01709128,-0.007645625,-0.00539599,-0.043330492,0.081619083,0.306620596,0.225273247,1
967,Miami Heat,Houston Rockets,0.107403573,0.03797745,0.071064801,-0.069519171,0.640142709,0.950160958,1.233823437,1
968,Minnesota Timberwolves,Portland Trail Blazers,0.132588453,0.009967928,0.025343623,-0.130127833,0.67371995,0.686590665,1.122156433,1
969,Dallas Mavericks,Utah Jazz,-0.072130323,-0.034834911,-0.06152722,-0.15782633,-0.3152796,0.058796378,-0.116729489,1
970,San Antonio Spurs,Los Angeles Lakers,0.038578664,-0.019370752,0.006709497,-0.100541419,0.191812612,0.10488222,0.194274667,1
971,Denver Nuggets,Golden State Warriors,0.016536167,0.012629187,-0.01024738,-0.116031465,0.415503794,-0.48428703,0.088673873,1
972,Sacramento Kings,New York Knicks,-0.004631218,0.002924148,-0.057987823,0.047928771,-0.133381945,-0.801544502,-0.499578045,0
973,Charlotte Hornets,Brooklyn Nets,0.026483401,0.016148937,-0.022052782,0.012097902,0.414444713,0.276518175,0.364557347,0
974,Indiana Pacers,Cleveland Cavaliers,0.051955606,0.012517094,-0.033057449,-0.025724119,0.328035171,-0.267539602,0.134294702,0
975,Orlando Magic,Phoenix Suns,-0.222590179,-0.072997222,-0.038449398,0.115791442,-1.210272196,-0.679748212,-1.50179404,0
976,Memphis Grizzlies,New Orleans Pelicans,0.097571539,-0.005480269,0.02988937,-0.093410431,0.361431151,0.514139612,0.690588164,1
977,Oklahoma City Thunder,Milwaukee Bucks,-0.1704739,-0.073081671,-0.054999593,0.105331972,-1.311620206,-0.324552757,-1.364619714,0
978,Golden State Warriors,Los Angeles Clippers,0.037510544,0.007475746,0.064932741,0.160277311,0.337489208,0.417136676,0.718219877,1
979,Charlotte Hornets,Boston Celtics,-0.010425209,-0.019891179,-0.053597171,-0.025397207,0.065616356,-0.776263964,-0.55450527,0
980,Detroit Pistons,Chicago Bulls,-0.150948948,-0.079591647,-0.02191941,0.055267089,-0.958174881,-0.161514372,-0.881539814,0
981,Miami Heat,Phoenix Suns,-0.070137238,0.01394158,0.020943878,0.162382023,-0.248780245,-0.231765846,-0.405822199,0
982,Houston Rockets,Los Angeles Lakers,-0.086684185,-0.00902053,-0.021959321,0.126306401,-0.162712508,-0.411865082,-0.5867512,1
983,Milwaukee Bucks,Atlanta Hawks,-0.021454711,-0.011254371,0.027691265,0.069884366,-0.17919946,0.355367219,0.299402831,1
984,Minnesota Timberwolves,Oklahoma City Thunder,0.14912361,0.071671095,0.01045552,0.012066502,1.124779315,0.406109426,1.07200909,1
985,New Orleans Pelicans,Orlando Magic,0.147510145,0.032866991,0.067941179,-0.025483236,0.658139302,-0.09712161,0.475922259,0
986,Dallas Mavericks,New York Knicks,0.042595149,0.017499408,-0.036457918,-0.092493786,0.439135004,0.039743066,0.551810801,0
987,San Antonio Spurs,Toronto Raptors,-0.010746892,0.028883529,-0.033114536,0.04621033,-0.395171527,-0.397268265,-0.494876122,0
988,Sacramento Kings,Denver Nuggets,-0.075684325,-0.033461344,-0.050536193,-0.003590872,-0.76276813,-0.56914469,-1.086431568,0
989,Utah Jazz,Portland Trail Blazers,0.043672365,0.015948827,0.032520932,0.013812901,0.125028419,0.2133465,0.081686767,1
990,Los Angeles Clippers,Washington Wizards,-0.014708472,0.003471773,-0.0239508,0.009461098,0.068744397,0.472753857,0.253129093,1
991,Philadelphia 76ers,Brooklyn Nets,0.017674351,0.007727219,-0.020960045,-0.0444321,0.350423451,0.470901929,0.402820763,0
992,Denver Nuggets,Golden State Warriors,0.016536167,0.012629187,-0.01024738,-0.116031465,0.415503794,-0.48428703,0.088673873,0
993,Orlando Magic,Minnesota Timberwolves,-0.177637821,-0.05892928,-0.013672098,0.014018081,-0.995069192,-0.184412073,-0.984304837,1
994,Atlanta Hawks,Los Angeles Clippers,0.096739881,0.006438637,0.033623268,-0.159792965,0.920042819,-0.444122361,0.589119216,1
995,Boston Celtics,Detroit Pistons,0.187274487,0.100258919,0.069027854,-0.016670372,1.03819887,1.050015178,1.623054915,1
996,Houston Rockets,Dallas Mavericks,-0.104242326,-0.017413087,-0.034252236,0.257385291,-0.682459303,-0.898781662,-1.298096038,0
997,Memphis Grizzlies,New York Knicks,0.138385139,-0.021488309,0.03879192,-0.070111914,0.454896912,0.060157998,0.558076782,1
998,Miami Heat,Cleveland Cavaliers,0.002641839,0.026547403,0.015679744,0.06727337,0.147437415,0.136408721,0.232874282,1
999,New Orleans Pelicans,Charlotte Hornets,-0.054256563,-0.040041502,0.057285096,0.020923672,-0.483950405,-0.141155653,-0.521470002,0
1000,San Antonio Spurs,Utah Jazz,-0.0511098,-0.06259822,-0.067110638,-0.127288859,-0.643213783,-0.323237982,-0.63379966,1
1001,Phoenix Suns,Toronto Raptors,0.04153107,0.063269621,-0.011662431,0.041156956,0.139226307,0.267911237,0.363743647,0
1002,Los Angeles Lakers,Washington Wizards,-0.00667786,-0.003701935,-0.010564642,0.040772405,0.111739423,0.190829801,0.313635283,1
1003,Chicago Bulls,Cleveland Cavaliers,0.026055276,0.011741001,-0.026568722,-0.038923629,0.182394826,-0.379776444,-0.052715129,1
1004,Miami Heat,Minnesota Timberwolves,-0.02518488,0.028009522,0.045721178,0.060608662,-0.033577241,0.263570293,0.111667004,0
1005,San Antonio Spurs,Indiana Pacers,-0.007325604,-0.02031815,0.003325195,-0.096719987,-0.31919483,-0.169843363,-0.341130566,0
1006,Golden State Warriors,Milwaukee Bucks,-0.037774626,0.01229148,0.003618208,0.25018591,-0.403354151,0.505891818,-0.17030217,1
1007,Denver Nuggets,Toronto Raptors,-0.003309457,0.075532922,0.00147517,0.159686288,0.123013837,-0.287376783,0.057236771,0
1008,Utah Jazz,Sacramento Kings,0.11935669,0.049410171,0.083057125,0.017403773,0.887796549,0.78249119,1.168118335,1
1009,Portland Trail Blazers,Washington Wizards,0.083010604,0.039525533,0.063255493,0.067519845,0.946765818,0.618950003,1.14170961,1
1010,Brooklyn Nets,New York Knicks,0.068586762,0.007884525,-0.026329764,-0.009723057,0.162971453,-0.589344136,0.024401273,1
1011,Detroit Pistons,Los Angeles Clippers,-0.098785511,-0.072614837,-0.001676238,0.037168627,-0.402792243,-0.421327717,-0.459550798,0
1012,Boston Celtics,Dallas Mavericks,0.062900223,0.026425233,0.041672543,0.120265838,0.072664806,0.423694937,0.391653089,0
1013,Orlando Magic,Philadelphia 76ers,-0.192957658,-0.064486775,-0.01174882,0.10293691,-1.078068445,-0.238417797,-1.035655677,0
1014,Atlanta Hawks,Indiana Pacers,0.027485164,0.007107452,0.018776086,-0.098364011,0.283041098,-0.490929612,-0.058143047,1
1015,New Orleans Pelicans,Houston Rockets,0.102460777,-0.016094361,0.079612704,-0.141592988,0.33679006,0.405056982,0.613773855,1
1016,Oklahoma City Thunder,Memphis Grizzlies,-0.216567473,-0.040128537,-0.094613971,0.092809084,-1.149280576,-0.638715355,-1.254214676,0
1017,Phoenix Suns,Los Angeles Lakers,0.090856626,0.01501534,0.028161602,-0.105594793,0.726210446,0.770061722,1.052894436,1
1018,Cleveland Cavaliers,Los Angeles Clippers,0.026108161,-0.004764191,0.046811894,0.020825167,0.372987812,0.119963099,0.474704145,1
1019,Atlanta Hawks,Portland Trail Blazers,0.096739881,0.006438637,0.033623268,-0.159792965,0.920042819,-0.444122361,0.589119216,1
1020,Philadelphia 76ers,Denver Nuggets,0.015208006,-0.020773748,-0.039838179,-0.1056748,-0.115991281,0.113957605,-0.159631487,0
1021,Oklahoma City Thunder,Charlotte Hornets,-0.173252497,-0.085650308,-0.007439505,0.020322325,-1.27179983,-0.265731396,-1.085096514,0
1022,San Antonio Spurs,Minnesota Timberwolves,-0.007325604,-0.02031815,0.003325195,-0.096719987,-0.31919483,-0.169843363,-0.341130566,0
1023,Golden State Warriors,Washington Wizards,0.022802072,0.010947519,0.040981941,0.169738409,0.406233605,0.889890533,0.97134897,1
1024,Sacramento Kings,Chicago Bulls,-0.073801051,-0.020333221,-0.016094004,0.058753436,-0.565157766,-0.376481699,-0.701526834,1
1025,Utah Jazz,Milwaukee Bucks,0.022433906,0.040869494,0.02589176,0.147967346,0.137178062,0.234951288,5.85E-05,0
1026,Los Angeles Lakers,Toronto Raptors,-0.049325556,0.048254281,-0.039824033,0.146751749,-0.586984139,-0.502150485,-0.689150789,0
1027,Indiana Pacers,Memphis Grizzlies,-0.113348131,0.03059516,-0.087542753,0.108697018,-0.535508703,-0.507331512,-0.717610819,0
1028,Orlando Magic,Brooklyn Nets,-0.175283307,-0.056759556,-0.032708865,0.05850481,-0.727644994,0.232484132,-0.632834914,0
1029,Miami Heat,Detroit Pistons,0.127535511,0.094398049,0.064167876,0.05092991,0.92321747,0.677699537,1.167129225,1
1030,New Orleans Pelicans,Phoenix Suns,-0.075080034,-0.040130231,0.029491781,0.090308206,-0.552132894,-0.776869822,-1.025871781,0
1031,Charlotte Hornets,Atlanta Hawks,-0.018676114,0.001314266,-0.019868823,0.154894013,-0.219019836,0.296545858,0.019879631,1
1032,Cleveland Cavaliers,Philadelphia 76ers,-0.043146556,-0.004095376,0.031964712,0.082254121,-0.264013909,0.073155848,-0.172558118,0
1033,Washington Wizards,Denver Nuggets,-0.039338239,-0.023576706,-0.030734561,-0.053706944,-0.821737399,-0.405603503,-1.060022843,0
1034,Brooklyn Nets,Dallas Mavericks,0.025991613,-0.009614883,0.010128154,0.082770729,-0.276163551,-0.629087202,-0.527409528,0
